Wavelength (nm),% Transmission,Optical Density,
885,0.02269,3.64417,
884,0.02058,3.68663,
883,0.02205,3.65659,
882,0.02032,3.69200,
881,0.02033,3.69194,
880,0.02212,3.65517,
879,0.02192,3.65907,
878,0.02256,3.64675,
877,0.02007,3.69756,
876,0.0193,3.71454,
875,0.02086,3.68073,
874,0.02148,3.66803,
873,0.02017,3.69522,
872,0.02037,3.69104,
871,0.0195,3.70997,
870,0.02036,3.69116,
869,0.02273,3.64348,
868,0.02235,3.65067,
867,0.02149,3.66782,
866,0.01906,3.71987,
865,0.02308,3.63686,
864,0.02033,3.69180,
863,0.02176,3.66226,
862,0.01855,3.73177,
861,0.02083,3.68122,
860,0.02054,3.68732,
859,0.02023,3.69410,
858,0.01931,3.71416,
857,0.01968,3.70600,
856,0.0201,3.69682,
855,0.01862,3.72997,
854,0.02286,3.64093,
853,0.01932,3.71403,
852,0.02026,3.69343,
851,0.02103,3.67725,
850,0.0216,3.66545,
849,0.02239,3.64995,
848,0.02005,3.69784,
847,0.02117,3.67428,
846,0.02194,3.65881,
845,0.01923,3.71612,
844,0.02046,3.68917,
843,0.02127,3.67224,
842,0.02196,3.65833,
841,0.021,3.67778,
840,0.02036,3.69121,
839,0.01713,3.76625,
838,0.0211,3.67562,
837,0.02115,3.67459,
836,0.02033,3.69187,
835,0.02288,3.64060,
834,0.02072,3.68361,
833,0.02173,3.66294,
832,0.0228,3.64212,
831,0.01925,3.71551,
830,0.02066,3.68497,
829,0.01992,3.70068,
828,0.01813,3.74162,
827,0.02018,3.69500,
826,0.01789,3.74750,
825,0.01813,3.74161,
824,0.02199,3.65773,
823,0.02055,3.68710,
822,0.02231,3.65153,
821,0.02123,3.67298,
820,0.02087,3.68054,
819,0.0198,3.70334,
818,0.02029,3.69263,
817,0.02022,3.69415,
816,0.0194,3.71211,
815,0.01986,3.70198,
814,0.01842,3.73467,
813,0.02244,3.64896,
812,0.01932,3.71399,
811,0.02169,3.66364,
810,0.02048,3.68874,
809,0.02133,3.67096,
808,0.01864,3.72957,
807,0.01812,3.74185,
806,0.02255,3.64695,
805,0.02035,3.69140,
804,0.01793,3.74648,
803,0.02092,3.67949,
802,0.01856,3.73150,
801,0.02302,3.63789,
800,0.02144,3.66884,
799,2.31E-04,5.63728,
798,1.84E-04,5.73465,
797,2.63E-04,5.57946,
796,1.38E-04,5.85997,
795,1.61E-04,5.79226,
794,5.58E-05,6.25356,
793,7.62E-06,7.11822,
792,1.44E-04,5.84306,
791,2.00E-04,5.69912,
790,2.71E-04,5.56716,
789,3.85E-05,6.41436,
788,1.37E-04,5.86200,
787,2.15E-04,5.66735,
786,1.05E-04,5.97784,
785,1.86E-04,5.72961,
784,2.65E-05,6.57652,
783,1.15E-04,5.93870,
782,6.51E-05,6.18664,
781,1.43E-04,5.84528,
780,6.55E-05,6.18383,
779,1.72E-04,5.76502,
778,2.86E-04,5.54289,
777,1.74E-04,5.76019,
776,9.21E-05,6.03564,
775,1.55E-04,5.80996,
774,6.81E-05,6.16693,
773,1.97E-04,5.70463,
772,2.73E-05,6.56395,
771,2.61E-04,5.58389,
770,1.51E-06,7.82097,
769,1.04E-04,5.98298,
768,1.12E-05,6.95166,
767,1.00E-05,6.99999,
766,2.40E-04,5.61940,
765,2.13E-04,5.67150,
764,3.20E-04,5.49483,
763,1.23E-04,5.91035,
762,6.96E-05,6.15711,
761,6.38E-06,7.19546,
760,3.85E-04,5.41435,
759,4.22E-05,6.37490,
758,2.12E-04,5.67299,
757,1.87E-04,5.72701,
756,1.85E-04,5.73261,
755,1.57E-04,5.80452,
754,2.82E-05,6.54923,
753,2.78E-04,5.55626,
752,3.33E-05,6.47701,
751,1.99E-04,5.70122,
750,1.57E-04,5.80307,
749,1.28E-04,5.89422,
748,2.60E-04,5.58471,
747,1.05E-04,5.97842,
746,6.43E-05,6.19206,
745,6.64E-05,6.17781,
744,5.28E-05,6.27759,
743,5.05E-04,5.29634,
742,2.00E-04,5.69854,
741,1.31E-04,5.88137,
740,3.38E-04,5.47101,
739,2.72E-04,5.56548,
738,7.47E-05,6.12684,
737,5.77E-05,6.23906,
736,4.49E-06,7.34751,
735,1.26E-04,5.89909,
734,3.36E-05,6.47398,
733,4.80E-05,6.31849,
732,2.53E-04,5.59636,
731,5.76E-05,6.23933,
730,3.94E-04,5.40455,
729,7.58E-05,6.12061,
728,6.40E-05,6.19395,
727,1.21E-05,6.91648,
726,1.96E-04,5.70755,
725,6.76E-06,7.17016,
724,1.10E-04,5.95951,
723,1.69E-04,5.77121,
722,2.59E-04,5.58622,
721,1.19E-04,5.92330,
720,1.45E-04,5.83923,
719,7.96E-05,6.09888,
718,1.29E-04,5.89010,
717,1.67E-04,5.77763,
716,4.78E-05,6.32031,
715,6.86E-05,6.16353,
714,1.81E-04,5.74216,
713,6.95E-05,6.15811,
712,2.56E-04,5.59121,
711,2.69E-04,5.57000,
710,6.93E-05,6.15913,
709,1.68E-04,5.77500,
708,6.47E-05,6.18891,
707,7.95E-05,6.09941,
706,2.18E-05,6.66159,
705,2.17E-04,5.66402,
704,1.28E-04,5.89181,
703,1.43E-04,5.84591,
702,2.33E-05,6.63303,
701,1.37E-04,5.86391,
700,2.73E-05,6.56314,
699,1.57E-04,5.80459,
698,1.42E-04,5.84684,
697,2.62E-07,8.58092,
696,8.60E-05,6.06562,
695,2.12E-04,5.67430,
694,1.46E-05,6.83610,
693,8.85E-05,6.05326,
692,1.09E-04,5.96324,
691,1.52E-04,5.81947,
690,2.84E-05,6.54726,
689,1.07E-04,5.96896,
688,4.99E-05,6.30223,
687,1.81E-04,5.74297,
686,1.70E-05,6.76898,
685,1.91E-05,6.71989,
684,1.47E-04,5.83187,
683,2.47E-05,6.60664,
682,1.22E-04,5.91367,
681,3.42E-05,6.46610,
680,2.09E-04,5.67954,
679,1.00E-05,6.99925,
678,1.47E-04,5.83308,
677,9.46E-06,7.02414,
676,1.19E-04,5.92467,
675,3.04E-05,6.51690,
674,9.23E-05,6.03501,
673,1.18E-05,6.92730,
672,1.77E-04,5.75256,
671,2.00E-04,5.69918,
670,4.59E-05,6.33817,
669,6.14E-05,6.21179,
668,7.77E-05,6.10948,
667,1.36E-04,5.86669,
666,1.10E-04,5.96002,
665,8.31E-05,6.08044,
664,2.90E-05,6.53705,
663,3.86E-04,5.41339,
662,1.20E-04,5.92137,
661,1.19E-04,5.92611,
660,9.82E-05,6.00784,
659,1.14E-04,5.94278,
658,1.77E-04,5.75121,
657,1.12E-04,5.94966,
656,8.40E-05,6.07552,
655,1.41E-04,5.84997,
654,3.41E-05,6.46684,
653,5.48E-05,6.26083,
652,1.27E-05,6.89783,
651,9.46E-05,6.02409,
650,1.04E-04,5.98496,
649,8.13E-06,7.08989,
648,1.51E-04,5.81968,
647,3.58E-06,7.44605,
646,2.27E-05,6.64478,
645,1.16E-04,5.93624,
644,5.55E-05,6.25586,
643,1.34E-05,6.87270,
642,2.68E-04,5.57240,
641,7.01E-05,6.15432,
640,9.27E-05,6.03301,
639,9.85E-05,6.00640,
638,8.49E-05,6.07097,
637,1.31E-04,5.88154,
636,1.76E-05,6.75485,
635,6.34E-09,10.19805,
634,2.24E-05,6.64974,
633,3.06E-05,6.51371,
632,3.72E-05,6.42954,
631,1.89E-04,5.72249,
630,3.10E-04,5.50848,
629,5.35E-04,5.27178,
628,8.58E-04,5.06665,
627,9.79E-04,5.00919,
626,0.00124,4.90741,
625,0.00134,4.87285,
624,0.00121,4.91633,
623,9.86E-04,5.00621,
622,5.96E-04,5.22444,
621,4.26E-04,5.37056,
620,2.51E-04,5.60066,
619,1.50E-04,5.82481,
618,1.02E-04,5.99191,
617,5.87E-06,7.23135,
616,5.61E-05,6.25086,
615,7.10E-05,6.14869,
614,1.34E-05,6.87189,
613,5.23E-05,6.28130,
612,2.65E-05,6.57650,
611,2.12E-04,5.67423,
610,1.17E-05,6.93192,
609,2.40E-04,5.61968,
608,1.25E-04,5.90415,
607,6.47E-05,6.18895,
606,1.59E-04,5.79933,
605,2.94E-05,6.53111,
604,5.25E-05,6.28014,
603,1.68E-04,5.77383,
602,1.42E-04,5.84825,
601,2.30E-04,5.63781,
600,1.80E-04,5.74357,
599,7.50E-05,6.12467,
598,3.00E-04,5.52310,
597,2.79E-04,5.55515,
596,3.37E-04,5.47230,
595,2.48E-04,5.60490,
594,2.04E-04,5.69109,
593,3.12E-04,5.50631,
592,7.55E-05,6.12202,
591,2.88E-04,5.54113,
590,2.69E-04,5.56995,
589,1.64E-04,5.78414,
588,2.07E-04,5.68336,
587,1.54E-04,5.81336,
586,3.03E-04,5.51870,
585,7.13E-05,6.14702,
584,2.78E-04,5.55529,
583,4.94E-05,6.30645,
582,2.41E-04,5.61770,
581,1.39E-04,5.85731,
580,2.72E-04,5.56498,
579,2.00E-04,5.69929,
578,9.20E-05,6.03617,
577,1.97E-04,5.70571,
576,3.39E-05,6.46942,
575,2.31E-04,5.63573,
574,7.82E-05,6.10658,
573,2.95E-04,5.53028,
572,9.59E-05,6.01798,
571,4.76E-04,5.32277,
570,5.84E-04,5.23375,
569,3.71E-04,5.43103,
568,9.28E-04,5.03264,
567,6.83E-04,5.16584,
566,7.41E-04,5.13032,
565,6.28E-04,5.20207,
564,7.67E-04,5.11504,
563,9.07E-04,5.04236,
562,8.38E-04,5.07696,
561,7.78E-04,5.10877,
560,8.59E-04,5.06621,
559,7.57E-04,5.12113,
558,8.33E-04,5.07912,
557,8.35E-04,5.07847,
556,9.17E-04,5.03769,
555,9.76E-04,5.01044,
554,8.22E-04,5.08502,
553,9.94E-04,5.00258,
552,8.45E-04,5.07333,
551,9.87E-04,5.00559,
550,0.00108,4.96822,
549,0.00115,4.93859,
548,0.00102,4.99177,
547,9.62E-04,5.01667,
546,0.00103,4.98785,
545,0.00105,4.97989,
544,8.48E-04,5.07182,
543,9.50E-04,5.02235,
542,9.69E-04,5.01358,
541,0.00106,4.97365,
540,9.93E-04,5.00287,
539,0.00115,4.93833,
538,0.00119,4.92568,
537,0.00103,4.98597,
536,0.00112,4.95096,
535,0.00103,4.98537,
534,9.95E-04,5.00228,
533,0.00115,4.93863,
532,0.00106,4.97665,
531,0.00121,4.91830,
530,0.00113,4.94696,
529,0.00152,4.81787,
528,0.00129,4.89072,
527,0.00142,4.84853,
526,0.00161,4.79427,
525,0.00182,4.73948,
524,0.000936,5.02872,
523.9,0.000958,5.01863,
523.8,0.000971,5.01278,
523.7,0.000908,5.04191,
523.6,0.001053,4.97757,
523.5,0.001081,4.96617,
523.4,0.001187,4.92555,
523.3,0.001221,4.91328,
523.2,0.001251,4.90274,
523.1,0.001319,4.87976,
523,0.001336,4.87419,
522.9,0.001515,4.81959,
522.8,0.001458,4.83624,
522.7,0.001578,4.80189,
522.6,0.00161,4.79317,
522.5,0.001766,4.75301,
522.4,0.001651,4.78225,
522.3,0.001815,4.74112,
522.2,0.001817,4.74065,
522.1,0.001942,4.71175,
522,0.002073,4.68340,
521.9,0.002136,4.67040,
521.8,0.00229,4.64016,
521.7,0.002455,4.60995,
521.6,0.002424,4.61547,
521.5,0.002551,4.59329,
521.4,0.0026,4.58503,
521.3,0.002699,4.56880,
521.2,0.002938,4.53195,
521.1,0.003121,4.50571,
521,0.003262,4.48652,
520.9,0.003469,4.45980,
520.8,0.003684,4.43368,
520.7,0.003816,4.41839,
520.6,0.004059,4.39158,
520.5,0.004331,4.36341,
520.4,0.004362,4.36031,
520.3,0.004637,4.33376,
520.2,0.005177,4.28592,
520.1,0.005522,4.25790,
520,0.006041,4.21889,
519.9,0.006193,4.20810,
519.8,0.006669,4.17594,
519.7,0.007143,4.14612,
519.6,0.007484,4.12587,
519.5,0.00785,4.10513,
519.4,0.008627,4.06414,
519.3,0.009282,4.03236,
519.2,0.010027,3.99883,
519.1,0.010478,3.97972,
519,0.011581,3.93625,
518.9,0.012444,3.90504,
518.8,0.013372,3.87380,
518.7,0.014765,3.83077,
518.6,0.016019,3.79536,
518.5,0.017721,3.75151,
518.4,0.019114,3.71865,
518.3,0.020974,3.67832,
518.2,0.022394,3.64987,
518.1,0.025079,3.60069,
518,0.027665,3.55807,
517.9,0.030256,3.51919,
517.8,0.03375,3.47173,
517.7,0.037284,3.42848,
517.6,0.041858,3.37822,
517.5,0.046549,3.33209,
517.4,0.052798,3.27738,
517.3,0.059368,3.22645,
517.2,0.067376,3.17149,
517.1,0.076512,3.11627,
517,0.087312,3.05893,
516.9,0.099325,3.00294,
516.8,0.114571,2.94093,
516.7,0.133288,2.87521,
516.6,0.15674,2.80482,
516.5,0.183862,2.73551,
516.4,0.217375,2.66279,
516.3,0.257733,2.58883,
516.2,0.303862,2.51732,
516.1,0.363115,2.43996,
516,0.43896,2.35758,
515.9,0.530225,2.27554,
515.8,0.645329,2.19022,
515.7,0.799573,2.09714,
515.6,1.004943,1.99786,
515.5,1.268764,1.89662,
515.4,1.578652,1.80171,
515.3,2.056953,1.68678,
515.2,2.714546,1.56630,
515.1,3.616084,1.44176,
515,4.979597,1.30281,
514.9,6.855142,1.16398,
514.8,9.703421,1.01308,
514.7,13.497218,0.86976,
514.6,19.00036,0.72124,
514.5,25.547033,0.59266,
514.4,33.456516,0.47552,
514.3,40.903686,0.38824,
514.2,47.805432,0.32052,
514.1,53.611897,0.27074,
514,57.583656,0.23970,
513.9,59.850854,0.22293,
513.8,59.357614,0.22652,
513.7,56.848943,0.24528,
513.6,52.200056,0.28233,
513.5,45.618962,0.34085,
513.4,37.796918,0.42254,
513.3,29.917269,0.52408,
513.2,23.553877,0.62794,
513.1,17.749617,0.75081,
513,13.178931,0.88012,
512.9,9.719789,1.01234,
512.8,7.027674,1.15319,
512.7,5.115279,1.29113,
512.6,3.678549,1.43432,
512.5,2.765032,1.55830,
512.4,2.048513,1.68856,
512.3,1.596115,1.79694,
512.2,1.230751,1.90983,
512.1,0.973296,2.01176,
512,0.767021,2.11519,
511.9,0.618801,2.20845,
511.8,0.513597,2.28938,
511.7,0.423335,2.37332,
511.6,0.355008,2.44976,
511.5,0.296965,2.52729,
511.4,0.24868,2.60436,
511.3,0.208605,2.68068,
511.2,0.178508,2.74834,
511.1,0.152939,2.81548,
511,0.131321,2.88167,
510.9,0.112464,2.94899,
510.8,0.097113,3.01272,
510.7,0.083949,3.07598,
510.6,0.072929,3.13710,
510.5,0.063571,3.19674,
510.4,0.055799,3.25337,
510.3,0.049312,3.30705,
510.2,0.043587,3.36064,
510.1,0.038825,3.41089,
510,0.034629,3.46056,
509.9,0.031378,3.50337,
509.8,0.027844,3.55527,
509.7,0.025289,3.59707,
509.6,0.023025,3.63780,
509.5,0.020768,3.68261,
509.4,0.018773,3.72647,
509.3,0.017272,3.76266,
509.2,0.015737,3.80308,
509.1,0.014504,3.83851,
509,0.01339,3.87322,
508.9,0.012064,3.91851,
508.8,0.011153,3.95261,
508.7,0.010367,3.98435,
508.6,0.009459,4.02415,
508.5,0.008822,4.05443,
508.4,0.008285,4.08171,
508.3,0.00764,4.11691,
508.2,0.007107,4.14831,
508.1,0.006466,4.18936,
508,0.006136,4.21211,
507.9,0.005733,4.24162,
507.8,0.005233,4.28125,
507.7,0.004947,4.30566,
507.6,0.004733,4.32486,
507.5,0.004404,4.35615,
507.4,0.004054,4.39212,
507.3,0.003856,4.41386,
507.2,0.003644,4.43842,
507.1,0.003431,4.46458,
507,0.003231,4.49066,
506.9,0.003011,4.52129,
506.8,0.002842,4.54638,
506.7,0.002656,4.57577,
506.6,0.002452,4.61048,
506.5,0.002329,4.63283,
506.4,0.002221,4.65345,
506.3,0.002117,4.67428,
506.2,0.001999,4.69919,
506.1,0.001935,4.71332,
506,0.001858,4.73095,
505.9,0.001775,4.75080,
505.8,0.001643,4.78436,
505.7,0.001483,4.82886,
505.6,0.001491,4.82652,
505.5,0.001458,4.83624,
505.4,0.00136,4.86646,
505.3,0.001324,4.87811,
505.2,0.001243,4.90553,
505.1,0.001214,4.91578,
505,0.001177,4.92922,
504.9,0.00111,4.95468,
504.8,0.001095,4.96059,
504.7,0.00107,4.97062,
504.6,0.000987,5.00568,
504.5,0.000932,5.03058,
504.4,0.000894,5.04866,
504.3,0.00082,5.08619,
504.2,0.000763,5.11748,
504.1,0.000743,5.12901,
504,0.00069,5.16115,
503,0.00141,4.85187,
502,0.00135,4.86832,
501,0.00118,4.92868,
500,0.00108,4.96742,
499,0.00109,4.96186,
498,0.00109,4.96270,
497,9.96E-04,5.00182,
496,0.00107,4.96947,
495,9.00E-04,5.04564,
494,0.00103,4.98804,
493,9.35E-04,5.02911,
492,0.00104,4.98489,
491,9.14E-04,5.03919,
490,8.99E-04,5.04611,
489,9.13E-04,5.03938,
488,9.58E-04,5.01859,
487,9.30E-04,5.03146,
486,9.01E-04,5.04549,
485,8.80E-04,5.05552,
484,8.18E-04,5.08715,
483,9.29E-04,5.03206,
482,7.43E-04,5.12925,
481,7.16E-04,5.14487,
480,7.11E-04,5.14838,
479,8.44E-04,5.07364,
478,8.59E-04,5.06600,
477,9.14E-04,5.03926,
476,7.27E-04,5.13873,
475,8.80E-04,5.05573,
474,7.50E-04,5.12474,
473,6.50E-04,5.18722,
472,6.96E-04,5.15764,
471,6.84E-04,5.16506,
470,6.49E-04,5.18746,
469,4.40E-04,5.35674,
468,3.44E-04,5.46349,
467,1.86E-04,5.72951,
466,1.31E-04,5.88128,
465,1.35E-05,6.87095,
464,4.27E-05,6.36965,
463,5.23E-05,6.28140,
462,8.60E-05,6.06545,
461,1.83E-06,7.73853,
460,4.94E-05,6.30611,
459,1.80E-04,5.74541,
458,9.50E-05,6.02248,
457,1.29E-04,5.88974,
456,4.16E-05,6.38061,
455,5.71E-05,6.24333,
454,1.18E-04,5.92795,
453,1.66E-05,6.78031,
452,4.70E-05,6.32815,
451,6.17E-05,6.20964,
450,5.35E-05,6.27168,
449,2.86E-04,5.54390,
448,1.18E-04,5.92777,
447,5.29E-05,6.27692,
446,4.21E-04,5.37586,
445,2.49E-05,6.60370,
444,2.25E-04,5.64837,
443,9.11E-05,6.04043,
442,3.82E-04,5.41825,
441,5.40E-05,6.26732,
440,7.06E-05,6.15140,
439,1.43E-04,5.84545,
438,2.60E-04,5.58517,
437,8.51E-04,5.06990,
436,7.35E-04,5.13358,
435,6.22E-04,5.20640,
434,3.86E-04,5.41322,
433,1.37E-04,5.86472,
432,2.18E-05,6.66078,
431,1.74E-04,5.75861,
430,1.06E-04,5.97403,
429,2.96E-04,5.52848,
428,7.16E-05,6.14506,
427,1.59E-04,5.79878,
426,3.10E-04,5.50848,
425,6.66E-06,7.17640,
424,1.84E-04,5.73442,
423,4.05E-05,6.39215,
422,1.67E-04,5.77800,
421,6.49E-05,6.18787,
420,1.31E-04,5.88414,
419,1.12E-05,6.95050,
418,2.15E-04,5.66771,
417,1.14E-04,5.94241,
416,1.29E-05,6.89048,
415,2.18E-04,5.66080,
414,3.23E-05,6.49112,
413,4.36E-05,6.36038,
412,1.93E-04,5.71540,
411,8.98E-05,6.04685,
410,1.38E-04,5.86024,
409,7.12E-05,6.14728,
408,1.76E-05,6.75402,
407,7.00E-05,6.15490,
406,1.91E-04,5.71905,
405,3.00E-05,6.52261,
404,8.62E-05,6.06438,
403,3.17E-04,5.49877,
402,1.20E-04,5.91902,
401,5.05E-05,6.29696,
400,6.06E-05,6.21739,
399,2.58E-04,5.58826,
398,1.49E-05,6.82703,
397,4.73E-05,6.32500,
396,3.29E-04,5.48263,
395,6.77E-05,6.16952,
394,4.49E-05,6.34762,
393,3.34E-05,6.47682,
392,1.03E-04,5.98868,
391,6.44E-05,6.19117,
390,3.00E-04,5.52248,
389,4.10E-04,5.38687,
388,3.77E-04,5.42338,
387,4.64E-04,5.33315,
386,4.71E-04,5.32680,
385,6.16E-04,5.21037,
384,7.67E-04,5.11537,
383,9.15E-04,5.03869,
382,0.00188,4.72582,
381,0.00351,4.45434,
380,0.00665,4.17708,
379,0.01087,3.96391,
378,0.01448,3.83916,
377,0.01647,3.78331,
376,0.01892,3.72310,
375,0.02186,3.66033,
374,0.02429,3.61450,
373,0.02503,3.60152,
372,0.02326,3.63338,
371,0.02104,3.67702,
370,0.01803,3.74409,
369,0.01502,3.82320,
368,0.01214,3.91573,
367,0.01006,3.99748,
366,0.00813,4.08966,
365,0.00601,4.22100,
364,0.00465,4.33272,
363,0.00327,4.48589,
362,0.00192,4.71574,
361,0.00138,4.85944,
360,7.72E-04,5.11233,
359,3.68E-04,5.43431,
358,1.86E-04,5.73156,
357,1.60E-04,5.79696,
356,8.91E-06,7.05014,
355,7.06E-05,6.15093,
354,1.49E-04,5.82554,
353,2.20E-04,5.65844,
352,2.94E-04,5.53144,
351,6.10E-05,6.21443,
350,1.62E-04,5.79177,
349,8.01E-04,5.09645,
348,1.82E-04,5.73935,
347,2.23E-04,5.65167,
346,4.38E-05,6.35804,
345,3.45E-05,6.46276,
344,4.84E-05,6.31516,
343,7.13E-06,7.14673,
342,1.25E-04,5.90392,
341,5.34E-05,6.27237,
340,2.16E-05,6.66625,
339,1.86E-05,6.72947,
338,6.70E-05,6.17371,
337,7.55E-05,6.12186,
336,4.83E-07,8.31610,
335,2.90E-04,5.53733,
334,5.32E-05,6.27369,
333,1.21E-04,5.91657,
332,1.61E-04,5.79266,
331,6.66E-05,6.17625,
330,5.76E-05,6.23945,
329,7.39E-05,6.13128,
328,9.38E-05,6.02796,
327,2.79E-05,6.55486,
326,1.16E-04,5.93585,
325,9.22E-05,6.03546,
324,2.53E-04,5.59630,
323,4.94E-05,6.30595,
322,1.89E-04,5.72243,
321,2.32E-04,5.63530,
320,9.11E-05,6.04044,
319,1.64E-04,5.78506,
318,9.36E-05,6.02863,
317,5.22E-05,6.28274,
316,7.54E-05,6.12246,
315,7.94E-05,6.10015,
314,7.21E-05,6.14192,
313,1.45E-05,6.83785,
312,4.72E-06,7.32631,
311,1.22E-04,5.91465,
310,1.91E-04,5.71985,
309,1.47E-04,5.83267,
308,3.78E-04,5.42258,
307,8.10E-05,6.09158,
306,5.25E-05,6.27973,
305,2.44E-04,5.61243,
304,2.69E-04,5.56949,
303,4.15E-05,6.38211,
302,6.94E-05,6.15861,
301,1.93E-04,5.71462,
300,3.95E-05,6.40360,
299,1.87E-04,5.72790,
298,1.21E-07,8.91648,
297,1.24E-05,6.90687,
296,2.32E-04,5.63419,
295,1.66E-04,5.78018,
294,3.54E-04,5.45159,
293,2.32E-05,6.63413,
292,1.55E-05,6.80945,
291,1.67E-04,5.77681,
290,1.50E-04,5.82374,
289,2.48E-04,5.60640,
288,1.25E-05,6.90186,
287,5.93E-05,6.22696,
286,3.19E-05,6.49678,
285,2.05E-06,7.68874,
284,5.68E-06,7.24596,
283,1.27E-04,5.89606,
282,2.13E-06,7.67260,
281,9.59E-05,6.01823,
280,3.36E-05,6.47318,
279,8.97E-05,6.04733,
278,6.84E-05,6.16471,
277,1.63E-04,5.78719,
276,7.25E-05,6.13985,
275,1.02E-04,5.99299,
274,2.01E-04,5.69770,
273,4.79E-05,6.31924,
272,7.30E-05,6.13679,
271,1.43E-04,5.84572,
270,1.59E-04,5.79825,
269,2.60E-05,6.58500,
268,3.21E-04,5.49371,
267,1.27E-04,5.89625,
266,1.54E-04,5.81172,
265,1.39E-04,5.85794,
264,3.11E-05,6.50691,
263,1.92E-06,7.71665,
262,9.12E-05,6.04004,
261,9.82E-06,7.00779,
260,8.26E-05,6.08325,
259,5.33E-06,7.27340,
258,9.12E-05,6.04017,
257,6.56E-05,6.18312,
256,1.70E-04,5.77011,
255,6.33E-05,6.19844,
254,9.87E-05,6.00585,
253,2.57E-04,5.59023,
252,1.00E-04,6.00012,
251,6.68E-06,7.17496,
250,1.56E-04,5.80748,
249,1.01E-05,6.99750,
248,1.14E-04,5.94416,
247,3.90E-05,6.40929,
246,2.23E-04,5.65136,
245,8.41E-05,6.07522,
244,2.28E-05,6.64250,
243,9.97E-05,6.00128,
242,1.90E-04,5.72174,
241,3.42E-05,6.46571,
240,1.25E-04,5.90427,
239,6.20E-05,6.20760,
238,6.02E-05,6.22024,
237,1.61E-04,5.79396,
236,1.99E-05,6.70108,
235,1.30E-04,5.88578,
234,1.64E-04,5.78421,
233,7.96E-05,6.09889,
232,1.45E-05,6.83779,
231,5.33E-05,6.27355,
230,1.88E-04,5.72528,
229,1.20E-04,5.92039,
228,1.76E-04,5.75550,
227,1.43E-04,5.84369,
226,1.31E-04,5.88113,
225,8.10E-05,6.09131,
224,2.19E-04,5.65996,
223,3.60E-04,5.44395,
222,1.66E-04,5.77896,
221,3.95E-04,5.40296,
220,1.83E-04,5.73859,
219,3.03E-05,6.51841,
218,2.89E-04,5.53838,
217,1.82E-04,5.73947,
216,2.15E-04,5.66833,
215,1.05E-04,5.97753,
214,4.52E-04,5.34440,
213,1.88E-04,5.72575,
212,2.93E-04,5.53329,
211,8.52E-05,6.06952,
210,2.01E-04,5.69726,
209,1.19E-04,5.92431,
208,2.15E-04,5.66713,
207,3.25E-04,5.48826,
206,3.49E-04,5.45671,
205,1.80E-04,5.74391,
204,8.32E-05,6.08007,
203,4.62E-04,5.33574,
202,2.15E-04,5.66805,
201,2.75E-04,5.55992,
200,4.33E-04,5.36343,
