Wavelength (nm),% Transmission,Optical Density
1816,27.6247,0.5587
1815,27.74767,0.55677
1814,27.91965,0.55409
1813,28.13006,0.55083
1812,28.31406,0.548
1811,28.53602,0.54461
1810,28.81114,0.54044
1809,29.03775,0.53704
1808,29.3045,0.53307
1807,29.64837,0.528
1806,29.95881,0.52348
1805,30.29286,0.51866
1804,30.69096,0.51299
1803,31.06028,0.50779
1802,31.44525,0.50244
1801,31.9123,0.49604
1800,32.3646,0.48993
1799,32.8048,0.48406
1798,33.32247,0.47726
1797,33.82771,0.47073
1796,34.32249,0.46442
1795,34.90086,0.45716
1794,35.50515,0.44971
1793,36.04314,0.44318
1792,36.65523,0.43586
1791,37.32177,0.42804
1790,37.89948,0.42137
1789,38.55997,0.41386
1788,39.2666,0.40598
1787,39.93033,0.3987
1786,40.58292,0.39166
1785,41.30725,0.38397
1784,41.99182,0.37684
1783,42.62883,0.3703
1782,43.3532,0.36298
1781,44.04342,0.35612
1780,44.64603,0.35022
1779,45.28854,0.34401
1778,45.90831,0.33811
1777,46.44879,0.33303
1776,46.97274,0.32815
1775,47.52185,0.32311
1774,47.96596,0.31907
1773,48.31598,0.31591
1772,48.73301,0.31218
1771,49.02319,0.3096
1770,49.22709,0.3078
1769,49.45589,0.30578
1768,49.60419,0.30448
1767,49.63894,0.30418
1766,49.62193,0.30433
1765,49.61049,0.30443
1764,49.41375,0.30615
1763,49.15763,0.30841
1762,48.88881,0.31079
1761,48.48603,0.31438
1760,47.97703,0.31897
1759,47.43776,0.32388
1758,46.87444,0.32906
1757,46.14395,0.33589
1756,45.36509,0.34328
1755,44.58586,0.3508
1754,43.7119,0.3594
1753,42.77751,0.36878
1752,41.83689,0.37844
1751,40.90885,0.38818
1750,39.87767,0.39927
1749,38.80464,0.41112
1748,37.81683,0.42231
1747,36.82165,0.4339
1746,35.76539,0.44654
1745,34.72933,0.4593
1744,33.79904,0.4711
1743,32.76234,0.48463
1742,31.73309,0.49849
1741,30.82901,0.51104
1740,29.94856,0.52362
1739,29.05212,0.53682
1738,28.19255,0.54987
1737,27.42443,0.56186
1736,26.64407,0.5744
1735,25.86885,0.58722
1734,25.17728,0.59899
1733,24.53272,0.61025
1732,23.90759,0.62146
1731,23.27686,0.63308
1730,22.67653,0.64442
1729,22.14847,0.65466
1728,21.61927,0.66516
1727,21.07243,0.67629
1726,20.58136,0.68653
1725,20.14802,0.69577
1724,19.67558,0.70607
1723,19.20359,0.71662
1722,18.83366,0.72507
1721,18.49718,0.73289
1720,18.14369,0.74127
1719,17.8033,0.7495
1718,17.55191,0.75568
1717,17.29466,0.76209
1716,17.02645,0.76888
1715,16.78048,0.7752
1714,16.57161,0.78064
1713,16.3774,0.78576
1712,16.15158,0.79178
1711,15.92536,0.79791
1710,15.736,0.80311
1709,15.5684,0.80776
1708,15.38686,0.81285
1707,15.19033,0.81843
1706,15.0453,0.8226
1705,14.93241,0.82587
1704,14.79411,0.82991
1703,14.64709,0.83425
1702,14.55451,0.837
1701,14.50679,0.83843
1700,14.46255,0.83976
1699,14.42796,0.84079
1698,14.45401,0.84001
1697,14.53484,0.83759
1696,14.62407,0.83493
1695,14.69571,0.83281
1694,14.75694,0.831
1693,14.84572,0.8284
1692,14.94544,0.82549
1691,15.01438,0.82349
1690,15.07812,0.82165
1689,15.19816,0.81821
1688,15.3852,0.8129
1687,15.58783,0.80721
1686,15.80365,0.80124
1685,16.07363,0.79389
1684,16.3921,0.78537
1683,16.72247,0.7767
1682,17.02656,0.76887
1681,17.31317,0.76162
1680,17.599,0.75451
1679,17.91576,0.74676
1678,18.20223,0.73988
1677,18.42835,0.73451
1676,18.66931,0.72887
1675,18.94848,0.72243
1674,19.2546,0.71547
1673,19.56702,0.70848
1672,19.90521,0.70103
1671,20.29257,0.69266
1670,20.74907,0.683
1669,21.294,0.67174
1668,21.86396,0.66027
1667,22.49178,0.64798
1666,23.24388,0.63369
1665,24.07161,0.61849
1664,24.90732,0.60367
1663,25.75235,0.58918
1662,26.58893,0.5753
1661,27.43186,0.56174
1660,28.32144,0.54788
1659,29.19704,0.53466
1658,29.99523,0.52295
1657,30.76793,0.5119
1656,31.51934,0.50142
1655,32.27743,0.4911
1654,32.97654,0.48179
1653,33.65854,0.4729
1652,34.24874,0.46536
1651,34.77488,0.45873
1650,35.2873,0.45238
1649,35.72956,0.44697
1648,36.08884,0.44263
1647,36.39977,0.4389
1646,36.63334,0.43612
1645,36.81237,0.43401
1644,36.92423,0.43269
1643,36.92228,0.43271
1642,36.82489,0.43386
1641,36.64302,0.43601
1640,36.37181,0.43924
1639,36.04248,0.44319
1638,35.61128,0.44841
1637,35.07701,0.45498
1636,34.50033,0.46218
1635,33.92081,0.46953
1634,33.26699,0.47799
1633,32.59565,0.48684
1632,31.90671,0.49612
1631,31.14106,0.50667
1630,30.41468,0.51692
1629,29.6878,0.52742
1628,28.96796,0.53808
1627,28.2318,0.54926
1626,27.47693,0.56103
1625,26.73361,0.57294
1624,25.98791,0.58523
1623,25.30297,0.59683
1622,24.64823,0.60821
1621,23.99443,0.61989
1620,23.34538,0.6318
1619,22.70494,0.64388
1618,22.11085,0.65539
1617,21.55036,0.66655
1616,21.06377,0.67646
1615,20.57525,0.68665
1614,20.09272,0.69696
1613,19.62793,0.70713
1612,19.17714,0.71722
1611,18.75538,0.72687
1610,18.3711,0.73586
1609,18.04234,0.74371
1608,17.70934,0.7518
1607,17.38544,0.75981
1606,17.07921,0.76753
1605,16.76992,0.77547
1604,16.5014,0.78248
1603,16.28322,0.78826
1602,16.07701,0.79379
1601,15.89614,0.79871
1600,15.72057,0.80353
1599,15.54025,0.80854
1598,15.37654,0.81314
1597,15.23359,0.8172
1596,15.12249,0.82038
1595,15.03973,0.82276
1594,14.99397,0.82408
1593,14.94465,0.82551
1592,14.89873,0.82685
1591,14.85083,0.82825
1590,14.81726,0.82923
1589,14.82576,0.82898
1588,14.8518,0.82822
1587,14.91315,0.82643
1586,14.99699,0.824
1585,15.09116,0.82128
1584,15.18343,0.81863
1583,15.28825,0.81564
1582,15.4091,0.81222
1581,15.54943,0.80829
1580,15.73419,0.80316
1579,15.94668,0.79733
1578,16.19232,0.79069
1577,16.47113,0.78328
1576,16.76466,0.77561
1575,17.07224,0.76771
1574,17.38712,0.75977
1573,17.7251,0.75141
1572,18.12138,0.74181
1571,18.54443,0.73179
1570,19.03891,0.72036
1569,19.58065,0.70817
1568,20.1544,0.69563
1567,20.78548,0.68224
1566,21.45274,0.66852
1565,22.14133,0.6548
1564,22.89377,0.64028
1563,23.72856,0.62473
1562,24.60804,0.60892
1561,25.54063,0.59277
1560,26.59292,0.57523
1559,27.73015,0.55705
1558,28.97196,0.53802
1557,30.33512,0.51805
1556,31.76569,0.49804
1555,33.27804,0.47784
1554,34.89465,0.45724
1553,36.61101,0.43639
1552,38.40794,0.41558
1551,40.38624,0.39377
1550,42.55052,0.3711
1549,44.69529,0.34974
1548,47.01382,0.32777
1547,49.42611,0.30604
1546,51.96506,0.28429
1545,54.50469,0.26357
1544,57.16655,0.24286
1543,59.72688,0.22383
1542,62.0678,0.20713
1541,64.41172,0.19104
1540,66.45377,0.17748
1539,68.22023,0.16609
1538,69.72422,0.15662
1537,70.757,0.15023
1536,71.34254,0.14665
1535,71.47217,0.14586
1534,71.11346,0.14805
1533,70.30634,0.15301
1532,69.05241,0.16082
1531,67.36369,0.17157
1530,65.40194,0.18441
1529,63.18511,0.19939
1528,60.79446,0.21614
1527,58.24325,0.23475
1526,55.68893,0.25423
1525,52.96681,0.276
1524,50.36026,0.29791
1523,47.94014,0.3193
1522,45.48939,0.34209
1521,43.18962,0.36462
1520,41.04445,0.38675
1519,38.93406,0.40967
1518,36.98015,0.43203
1517,35.1706,0.45382
1516,33.54956,0.47431
1515,31.98066,0.49511
1514,30.52896,0.51529
1513,29.17698,0.53496
1512,27.88055,0.5547
1511,26.73727,0.57288
1510,25.68008,0.5904
1509,24.69815,0.60734
1508,23.77762,0.62383
1507,22.95744,0.63908
1506,22.15916,0.65445
1505,21.42683,0.66904
1504,20.79152,0.68211
1503,20.19241,0.69481
1502,19.64831,0.70667
1501,19.14003,0.71806
1500,18.68211,0.72857
1499,18.26686,0.73834
1498,17.89508,0.74727
1497,17.55636,0.75557
1496,17.25558,0.76307
1495,16.99198,0.76976
1494,16.76024,0.77572
1493,16.55544,0.78106
1492,16.38139,0.78565
1491,16.2419,0.78936
1490,16.12991,0.79237
1489,16.03915,0.79482
1488,15.97527,0.79655
1487,15.95266,0.79717
1486,15.95639,0.79707
1485,15.97204,0.79664
1484,16.02616,0.79517
1483,16.10243,0.79311
1482,16.21163,0.79017
1481,16.34557,0.7866
1480,16.52593,0.78183
1479,16.7327,0.77643
1478,16.94598,0.77093
1477,17.20743,0.76428
1476,17.5103,0.75671
1475,17.84033,0.7486
1474,18.23847,0.73901
1473,18.65602,0.72918
1472,19.10904,0.71876
1471,19.61755,0.70736
1470,20.18168,0.69504
1469,20.77177,0.68253
1468,21.45744,0.66842
1467,22.22699,0.65312
1466,23.00881,0.63811
1465,23.87528,0.62205
1464,24.82072,0.60519
1463,25.85566,0.58744
1462,26.96272,0.56924
1461,28.20589,0.54966
1460,29.55414,0.52938
1459,30.94003,0.50948
1458,32.50586,0.48804
1457,34.17375,0.46631
1456,35.96554,0.44411
1455,37.96764,0.42059
1454,40.08778,0.39699
1453,42.30567,0.3736
1452,44.6706,0.34998
1451,47.24471,0.32565
1450,49.82859,0.30252
1449,52.61723,0.27887
1448,55.54544,0.25535
1447,58.36145,0.23387
1446,61.15113,0.2136
1445,63.90241,0.19448
1444,66.49998,0.17718
1443,68.78721,0.16249
1442,70.94921,0.14905
1441,72.72482,0.13832
1440,73.98925,0.13083
1439,74.86952,0.12569
1438,75.26162,0.12343
1437,75.18674,0.12386
1436,74.65028,0.12697
1435,73.64122,0.13288
1434,72.28468,0.14095
1433,70.68352,0.15068
1432,68.77511,0.16257
1431,66.71075,0.1758
1430,64.54802,0.19012
1429,62.29948,0.20552
1428,60.10991,0.22105
1427,57.95177,0.23693
1426,55.85997,0.2529
1425,53.81493,0.2691
1424,51.93756,0.28452
1423,50.0087,0.30095
1422,48.23132,0.31667
1421,46.70996,0.33059
1420,45.21527,0.34471
1419,43.88109,0.35772
1418,42.66368,0.36994
1417,41.57943,0.38112
1416,40.52575,0.39227
1415,39.58379,0.40248
1414,38.76351,0.41158
1413,37.97092,0.42055
1412,37.29249,0.42838
1411,36.70739,0.43525
1410,36.23726,0.44084
1409,35.84708,0.44555
1408,35.52637,0.44945
1407,35.28547,0.4524
1406,35.09785,0.45472
1405,34.98932,0.45606
1404,34.90192,0.45715
1403,34.88255,0.45739
1402,34.95884,0.45644
1401,35.1626,0.45392
1400,35.39698,0.45103
1399,35.63953,0.44807
1398,35.9461,0.44435
1397,36.3065,0.44002
1396,36.74617,0.43479
1395,37.19743,0.42949
1394,37.76975,0.42286
1393,38.38652,0.41582
1392,39.0539,0.40834
1391,39.77153,0.40043
1390,40.47258,0.39284
1389,41.1862,0.38525
1388,41.9189,0.37759
1387,42.7174,0.3694
1386,43.45034,0.36201
1385,44.2017,0.35456
1384,44.85961,0.34814
1383,45.39192,0.34302
1382,45.91839,0.33801
1381,46.37024,0.33376
1380,46.73399,0.33037
1379,46.89727,0.32885
1378,46.91227,0.32871
1377,46.77988,0.32994
1376,46.50927,0.33246
1375,46.0333,0.33693
1374,45.43648,0.3426
1373,44.68472,0.34984
1372,43.7462,0.35906
1371,42.67702,0.36981
1370,41.50645,0.38188
1369,40.29452,0.39475
1368,38.96693,0.4093
1367,37.5741,0.42511
1366,36.19335,0.44137
1365,34.77919,0.45868
1364,33.31598,0.47735
1363,32.00614,0.49477
1362,30.71416,0.51266
1361,29.34703,0.53244
1360,28.15568,0.55043
1359,26.92307,0.56988
1358,25.79254,0.58851
1357,24.76634,0.60614
1356,23.77911,0.6238
1355,22.86739,0.64078
1354,21.98932,0.65779
1353,21.17223,0.67423
1352,20.40421,0.69028
1351,19.71785,0.70514
1350,19.07789,0.71947
1349,18.47891,0.73332
1348,17.9228,0.74659
1347,17.42164,0.75891
1346,16.94133,0.77105
1345,16.51188,0.7822
1344,16.11314,0.79282
1343,15.75303,0.80264
1342,15.42542,0.81176
1341,15.1303,0.82015
1340,14.83712,0.82865
1339,14.58435,0.83611
1338,14.36037,0.84283
1337,14.15015,0.84924
1336,13.95676,0.85522
1335,13.77736,0.86083
1334,13.61454,0.866
1333,13.45766,0.87103
1332,13.31282,0.87573
1331,13.18133,0.88004
1330,13.05213,0.88432
1329,12.92627,0.88853
1328,12.79551,0.89294
1327,12.66321,0.89746
1326,12.53593,0.90184
1325,12.40295,0.90648
1324,12.26625,0.91129
1323,12.12598,0.91628
1322,11.97947,0.92156
1321,11.81967,0.92739
1320,11.65569,0.93346
1319,11.493,0.93957
1318,11.32249,0.94606
1317,11.15512,0.95253
1316,10.98213,0.95931
1315,10.80355,0.96643
1314,10.62677,0.9736
1313,10.4523,0.98079
1312,10.28643,0.98774
1311,10.12094,0.99478
1310,9.967,1.00144
1309,9.82489,1.00767
1308,9.68539,1.01388
1307,9.56734,1.01921
1306,9.46109,1.02406
1305,9.36712,1.02839
1304,9.28935,1.03201
1303,9.22741,1.03492
1302,9.1819,1.03707
1301,9.15721,1.03824
1300,9.15623,1.03828
1299,9.16942,1.03766
1298,9.20408,1.03602
1297,9.26212,1.03329
1296,9.33658,1.02981
1295,9.44027,1.02502
1294,9.56347,1.01938
1293,9.69642,1.01339
1292,9.8612,1.00607
1291,10.03926,0.9983
1290,10.2335,0.98998
1289,10.44978,0.98089
1288,10.67858,0.97149
1287,10.90197,0.96249
1286,11.13308,0.95338
1285,11.36348,0.94449
1284,11.57639,0.93643
1283,11.77874,0.9289
1282,11.96104,0.92223
1281,12.10254,0.91712
1280,12.21453,0.91312
1279,12.28415,0.91065
1278,12.31141,0.90969
1277,12.29119,0.91041
1276,12.2262,0.91271
1275,12.11536,0.91666
1274,11.97978,0.92155
1273,11.80577,0.92791
1272,11.61824,0.93486
1271,11.4227,0.94223
1270,11.21102,0.95035
1269,11.00512,0.95841
1268,10.81974,0.96578
1267,10.65396,0.97249
1266,10.51511,0.97819
1265,10.416,0.9823
1264,10.35834,0.98471
1263,10.35533,0.98484
1262,10.42093,0.98209
1261,10.55503,0.97654
1260,10.78894,0.96702
1259,11.15034,0.95271
1258,11.64318,0.93393
1257,12.37624,0.90741
1256,13.37439,0.87373
1255,14.67132,0.83353
1254,16.57507,0.78054
1253,19.22608,0.71611
1252,22.98704,0.63852
1251,28.43503,0.54615
1250,35.53917,0.44929
1249,42.73427,0.36922
1248,46.27427,0.33466
1247,42.72272,0.36934
1246,33.16366,0.47934
1245,22.50142,0.64779
1244,14.09656,0.85089
1243,8.83751,1.05367
1242,5.66109,1.2471
1241,3.7215,1.42928
1240,2.51907,1.59876
1239,1.77355,1.75116
1238,1.25779,1.90039
1237,0.92094,2.03577
1236,0.69289,2.15933
1235,0.52639,2.27869
1234,0.40971,2.38752
1233,0.32031,2.49443
1232,0.25318,2.59657
1231,0.20133,2.6961
1230,0.16429,2.7844
1229,0.13825,2.85933
1228,0.11545,2.93762
1227,0.09673,3.01443
1226,0.08313,3.08024
1225,0.07075,3.15025
1224,0.06021,3.2203
1223,0.05282,3.27724
1222,0.04815,3.31742
1221,0.04518,3.34506
1220,0.03723,3.42914
1219,0.03888,3.41022
1218,0.03507,3.45501
1217,0.03251,3.48797
1216,0.03055,3.51506
1215,0.02743,3.56179
1214,0.02342,3.63041
1213,0.02783,3.55551
1212,0.02203,3.65695
1211,0.02227,3.65223
1210,0.02133,3.67094
1209,0.0217,3.66361
1208,0.01774,3.75098
1207,0.01933,3.71387
1206,0.02028,3.693
1205,0.02083,3.68123
1204,0.01968,3.70587
1203,0.01994,3.70027
1202,0.01633,3.78707
1201,0.01645,3.78374
1200,0.01942,3.71175
1199,0.02367,3.62575
1198,0.01789,3.74749
1197,0.01694,3.77102
1196,0.02082,3.68148
1195,0.01985,3.70234
1194,0.01735,3.7607
1193,0.01659,3.78024
1192,0.01758,3.75504
1191,0.01678,3.77532
1190,0.01635,3.78656
1189,0.01577,3.80226
1188,0.01615,3.79182
1187,0.01663,3.77898
1186,0.01418,3.84825
1185,0.01554,3.80846
1184,0.01491,3.82661
1183,0.01793,3.74631
1182,0.0164,3.78505
1181,0.01569,3.80434
1180,0.01704,3.76847
1179,0.0137,3.86328
1178,0.01462,3.8351
1177,0.015,3.82395
1176,0.01455,3.83709
1175,0.01552,3.809
1174,0.01418,3.84846
1173,0.01453,3.83768
1172,0.01648,3.78306
1171,0.01364,3.86528
1170,0.0156,3.80694
1169,0.01486,3.82801
1168,0.01607,3.7941
1167,0.01707,3.76772
1166,0.0128,3.89265
1165,0.01598,3.79655
1164,0.01442,3.84101
1163,0.01644,3.78418
1162,0.01462,3.83514
1161,0.01469,3.83312
1160,0.01266,3.89768
1159,0.01391,3.85652
1158,0.01579,3.8015
1157,0.01337,3.87378
1156,0.01509,3.82138
1155,0.01594,3.79741
1154,0.01486,3.82809
1153,0.01471,3.83238
1152,0.01427,3.84548
1151,0.01558,3.80753
1150,0.01467,3.83369
1149,0.01491,3.82653
1148,0.01441,3.84134
1147,0.01444,3.84031
1146,0.01761,3.75416
1145,0.01214,3.91582
1144,0.01462,3.83504
1143,0.01521,3.81798
1142,0.01648,3.78296
1141,0.01427,3.84556
1140,0.01688,3.77257
1139,0.01561,3.80665
1138,0.01539,3.81288
1137,0.01272,3.89559
1136,0.01589,3.79875
1135,0.01435,3.84311
1134,0.01626,3.7889
1133,0.01634,3.78672
1132,0.01386,3.85817
1131,0.01547,3.81048
1130,0.01728,3.76251
1129,0.01555,3.80823
1128,0.01501,3.82361
1127,0.01206,3.91859
1126,0.01606,3.79433
1125,0.01606,3.79438
1124,0.01553,3.80887
1123,0.01489,3.82699
1122,0.01584,3.80013
1121,0.0161,3.79321
1120,0.01498,3.82453
1119,0.01666,3.77837
1118,0.01739,3.75959
1117,0.01485,3.82819
1116,0.01599,3.79623
1115,0.01437,3.84245
1114,0.01423,3.84668
1113,0.01483,3.82891
1112,0.0136,3.86645
1111,0.01399,3.85429
1110,0.01616,3.79164
1109,0.01327,3.8772
1108,0.0133,3.87612
1107,0.016,3.79582
1106,0.01667,3.77812
1105,0.01606,3.79415
1104,0.01614,3.79216
1103,0.01466,3.83377
1102,0.01641,3.78493
1101,0.0158,3.80139
1100,0.01477,3.83054
1099,0.01595,3.79722
1098,0.01421,3.84731
1097,0.01571,3.80385
1096,0.01348,3.87023
1095,0.01395,3.85552
1094,0.01491,3.82661
1093,0.0159,3.7986
1092,0.01501,3.82368
1091,0.01741,3.75913
1090,0.0148,3.82959
1089,0.0156,3.80681
1088,0.01576,3.80253
1087,0.0127,3.89612
1086,0.01669,3.77742
1085,0.01359,3.86675
1084,0.01443,3.84085
1083,0.01612,3.79269
1082,0.01315,3.88123
1081,0.01654,3.78144
1080,0.01576,3.80237
1079,0.01685,3.77338
1078,0.01478,3.83039
1077,0.01636,3.78611
1076,0.01427,3.84546
1075,0.01485,3.82837
1074,0.0127,3.89617
1073,0.01679,3.77506
1072,0.01588,3.79907
1071,0.01315,3.88123
1070,0.01411,3.8504
1069,0.01516,3.81916
1068,0.01335,3.8744
1067,0.0131,3.88258
1066,0.01458,3.83634
1065,0.01404,3.85266
1064,0.01336,3.87428
1063,0.01603,3.79507
1062,0.01498,3.82435
1061,0.01688,3.77268
1060,0.01577,3.80208
1059,0.01615,3.79173
1058,0.01412,3.85019
1057,0.01264,3.89834
1056,0.01482,3.82902
1055,0.01631,3.7875
1054,0.01454,3.83731
1053,0.01744,3.75855
1052,0.01347,3.87063
1051,0.01503,3.823
1050,0.01592,3.79806
1049,0.01543,3.81157
1048,0.01511,3.82077
1047,0.01582,3.80083
1046,0.01507,3.82187
1045,0.01341,3.87272
1044,0.01311,3.88245
1043,0.01554,3.80848
1042,0.01445,3.84021
1041,0.01496,3.82511
1040,0.01439,3.84199
1039,0.01331,3.87592
1038,0.01267,3.89731
1037,0.01375,3.86157
1036,0.01462,3.835
1035,0.01706,3.76797
1034,0.01403,3.85293
1033,0.01584,3.80031
1032,0.01444,3.84038
1031,0.01594,3.79761
1030,0.01276,3.89398
1029,0.01532,3.81483
1028,0.01406,3.852
